ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores,InventoryDays,TransferOpportunity,WasteRisk,AvgDaysToExpiry,DemandNearbtMatch,InventoryTurnOverProxy,SpoilageRate,DemandGapScore,TransferPriorityScore,RescuableUnits,WasteSavedProxy,RecommendedAction
Brown Bun Pack,Harvest Gold,Bakery,247,2025-06-25,2025-07-03,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_5,Unassigned ,No supported,11.7,9.18473360546113,24.7,False,True,2.074,False,0.04048582995951417,False,-0.8152663945388703,-0.06419420429439923,237.0,237.0,Monitor
Fish Fillet 300g,FreshCatch,Meat,228,2025-06-23,2025-06-27,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_2,Unassigned ,No supported,8.8,18.628306019960757,11.067961165048542,False,True,2.074,False,0.09035087719298246,True,-1.9716939800392446,-0.20119326326931067,207.4,207.4,Discount
Mutton Mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,0.5,1.7,1.0,donate,Delhi,True,Yes,True,Delhi_3,North,True,3.9,1.7582630979301153,155.88235294117646,True,True,2.074,True,0.006415094339622641,True,0.058263097930115304,0.011890428149003122,263.3,263.3,Discount
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_2,West,False,7.8,13.991406596879864,4.228187919463087,False,True,2.074,False,0.2365079365079365,False,-0.9085934031201361,-0.10324925035456092,48.1,48.1,Monitor
Kurkure Masala,PepsiCo,Snacks,283,2025-06-12,2025-06-15,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_6,Unassigned ,No supported,6.2,14.039093464301198,21.93798449612403,True,True,2.074,True,0.04558303886925795,True,1.1390934643011974,0.1582074255973885,270.1,270.1,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_6,Unassigned ,No supported,5.5,7.8726259005084245,16.571428571428573,True,True,2.074,True,0.0603448275862069,True,0.8726259005084245,0.13425013853975762,109.0,109.0,Discount
Chicken Breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_4,North,True,12.4,12.047109475475253,4.563106796116505,True,True,2.074,True,0.21914893617021278,False,1.747109475475252,0.13038130413994417,36.7,36.7,Discount
Brown Bun Pack,Harvest Gold,Bakery,222,2025-06-18,2025-06-22,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_3,West,False,7.5,25.50253095085909,9.487179487179487,True,True,2.074,True,0.1054054054054054,True,2.102530950859091,0.24735658245401068,198.6,198.6,Discount
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_5,North,True,3.7,23.368097843347567,4.363636363636363,True,True,2.074,True,0.22916666666666666,False,1.3680978433475666,0.29108464752075885,74.0,74.0,Monitor
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_3,Unassigned ,No supported,9.7,4.092703423630954,62.22222222222222,True,True,2.074,True,0.016071428571428573,True,0.49270342363095354,0.046047048937472294,220.4,220.4,Donate
Multigrain Cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_7,Unassigned ,No supported,9.6,9.98200467382371,5.769230769230769,False,True,2.074,False,0.17333333333333334,False,-0.41799532617629076,-0.039433521337385924,49.6,49.6,Monitor
White Bread,Harvest Gold,Bakery,261,2025-06-25,2025-07-04,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_4,Unassigned ,No supported,13.3,19.471692323565197,13.05,False,True,2.074,False,0.07662835249042145,False,-0.5283076764348031,-0.036944592757678536,241.0,241.0,Monitor
Chicken Breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,0.5,14.3,1.0,donate,Delhi,True,Yes,True,Delhi_6,North,True,6.9,14.1371559016738,18.39160839160839,False,True,2.074,False,0.05437262357414449,True,-0.16284409832620028,-0.02061317700331649,248.7,248.7,Discount
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_5,Unassigned ,No supported,9.6,10.489396985263976,20.786516853932582,True,True,2.074,True,0.04810810810810811,False,1.589396985263976,0.14994311181735623,176.1,176.1,Discount
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_7,North,True,3.9,5.049429827839362,54.69387755102041,True,True,2.074,True,0.01828358208955224,False,0.14942982783936198,0.030495883232522853,263.1,263.1,Discount
Fish Fillet 300g,FreshCatch,Meat,206,2025-06-18,2025-06-29,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_6,Unassigned ,No supported,11.7,16.774538800564105,12.046783625730994,False,True,2.074,False,0.08300970873786409,True,-0.325461199435896,-0.025626866097314648,188.9,188.9,Discount
Bingo Mad Angles,ITC,Snacks,60,2025-06-22,2025-07-03,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_8,North,True,13.5,19.394049193122676,2.7777777777777777,False,False,2.074,False,0.36000000000000004,False,-2.2059508068773255,-0.0,38.4,0.0,Monitor
Chicken Breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_8,Unassigned ,No supported,3.8,3.057532088603736,35.714285714285715,True,True,2.074,True,0.027999999999999997,True,0.2575320886037362,0.05365251845911172,97.2,97.2,Donate
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_7,Unassigned ,No supported,9.2,11.742330189454153,3.786407766990291,True,True,2.074,True,0.2641025641025641,False,1.442330189454152,0.14140492053472078,28.7,28.7,Monitor
Fish Fillet 300g,FreshCatch,Meat,40,2025-06-21,2025-06-25,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_8,Unassigned ,No supported,7.2,11.247595042159588,3.2,False,True,2.074,False,0.3125,True,-1.2524049578404117,-0.15273231193175754,27.5,27.5,Discount
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_9,North,True,4.9,0.7125352148857804,246.66666666666669,True,True,2.074,True,0.004054054054054054,True,0.11253521488578044,0.01907376523487804,147.4,147.4,Discount
Fish Fillet 300g,FreshCatch,Meat,37,2025-06-15,2025-06-18,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_4,West,False,7.9,3.669707921238142,8.809523809523808,False,True,2.074,False,0.11351351351351352,True,-0.5302920787618581,-0.059583379636163836,32.8,32.8,Discount
White Bread,Harvest Gold,Bakery,162,2025-06-26,2025-07-02,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_7,Unassigned ,No supported,5.5,12.600092038979565,11.408450704225352,False,True,2.074,False,0.08765432098765431,False,-1.5999079610204348,-0.2461396863108361,147.8,147.8,Monitor
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_9,Unassigned ,No supported,12.7,10.857347492348099,21.893939393939394,False,True,2.074,False,0.045674740484429065,False,-2.3426525076519003,-0.1709965334052482,275.8,275.8,Monitor
Mutton Mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,6.0,8.9,1.0,donate,Delhi,False,No,True,Delhi_10,North,True,2.3,8.311994451510696,30.44943820224719,False,True,2.074,False,0.03284132841328413,False,-0.5880055484893045,-0.1781834995422135,262.1,262.1,Monitor
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_9,Unassigned ,No supported,8.5,16.390997538160125,0.7801418439716312,True,True,2.074,True,1.2818181818181817,False,2.2909975381601253,0.24115763559580267,0.0,0.0,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_11,North,True,14.9,2.616908010993007,77.5,False,True,2.074,False,0.012903225806451613,False,-0.18309198900699286,-0.011515219434402067,214.2,214.2,Discount
Lays Chips 100g,PepsiCo,Snacks,165,2025-06-21,2025-06-24,0.5,13.4,1.0,donate,Chennai,True,Yes,False,Chennai_10,Unassigned ,No supported,13.1,13.44976881297342,12.313432835820896,True,True,2.074,True,0.08121212121212121,True,0.049768812973420395,0.0035297030477603117,151.6,151.6,Discount
Bingo Mad Angles,ITC,Snacks,26,2025-06-15,2025-06-24,0.5,13.7,0.76,discount,Kanpur,False,No,False,Kanpur_10,Unassigned ,No supported,8.1,12.961849562308917,1.8978102189781023,False,True,2.074,False,0.5269230769230769,False,-0.7381504376910826,-0.08111543271330578,12.3,12.3,Discount
Spinach Bunch,Local Farmer,Produce,115,2025-06-16,2025-06-23,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_11,Unassigned ,No supported,13.4,22.221072305584546,5.133928571428572,False,True,2.074,False,0.19478260869565217,True,-0.17892769441545298,-0.012425534334406456,92.6,92.6,Discount
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_12,Unassigned ,No supported,2.2,26.642722144997595,1.728395061728395,True,True,2.074,True,0.5785714285714286,False,2.3427221449975946,0.7321006703117483,17.7,17.7,Discount
Mother Dairy Butter 100g,Mother Dairy,Dairy,38,2025-06-18,2025-06-28,0.5,12.7,1.0,donate,Bangalore,True,No,True,Bangalore_8,Unassigned ,No supported,7.8,12.785956280752707,2.9921259842519685,True,True,2.074,True,0.33421052631578946,True,0.08595628075270767,0.009767759176444053,25.3,25.3,Discount
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_12,North,True,2.6,0.5083488890258426,246.66666666666669,False,True,2.074,False,0.004054054054054054,True,-0.09165111097415735,-0.02545864193726593,147.4,147.4,Discount
Multigrain Cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_13,Unassigned ,No supported,8.4,9.98253092546004,5.769230769230769,False,True,2.074,False,0.17333333333333334,False,-0.4174690745399605,-0.04441160367446388,49.6,49.6,Monitor
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_11,Unassigned ,No supported,8.1,23.620404920821787,4.017857142857143,False,False,2.074,True,0.24888888888888888,False,1.2204049208217889,0.0,67.6,0.0,Monitor
Mutton Mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,6.0,8.9,1.0,donate,Delhi,False,No,True,Delhi_13,North,True,6.1,10.309820923609259,30.44943820224719,True,True,2.074,True,0.03284132841328413,False,1.4098209236092583,0.19856632726890963,262.1,262.1,Monitor
Mutton Mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_9,Unassigned ,No supported,4.5,25.216302860821326,11.991869918699186,True,True,2.074,True,0.08338983050847458,False,0.6163028608213246,0.1120550656038772,270.4,270.4,Monitor
Mutton Mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,0.5,1.7,1.0,donate,Delhi,True,Yes,True,Delhi_14,North,True,5.8,1.6182931314505011,155.88235294117646,False,True,2.074,False,0.006415094339622641,True,-0.08170686854949882,-0.012015715963161592,263.3,263.3,Discount
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_15,North,True,7.0,0.5418861462103061,246.66666666666669,False,True,2.074,False,0.004054054054054054,True,-0.058113853789693914,-0.007264231723711739,147.4,147.4,Discount
Brown Bun Pack,Harvest Gold,Bakery,247,2025-06-25,2025-07-03,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_12,Unassigned ,No supported,2.9,10.270561948039616,24.7,True,True,2.074,True,0.04048582995951417,False,0.27056194803961553,0.06937485847169629,237.0,237.0,Monitor
Kurkure Masala,PepsiCo,Snacks,283,2025-06-12,2025-06-15,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_13,Unassigned ,No supported,12.5,11.378239723077362,21.93798449612403,False,True,2.074,False,0.04558303886925795,True,-1.5217602769226382,-0.11272298347575098,270.1,270.1,Discount
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_16,North,True,14.9,19.37586535714822,1.5023474178403755,False,True,2.074,False,0.665625,False,-1.9241346428517794,-0.1210147574120616,10.7,10.7,Discount
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_17,North,True,6.0,23.976512868572716,1.5023474178403755,True,True,2.074,True,0.665625,False,2.676512868572715,0.38235898122467354,10.7,10.7,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_14,Unassigned ,No supported,2.9,5.999938443126327,16.571428571428573,False,True,2.074,False,0.0603448275862069,True,-1.000061556873673,-0.2564260402240187,109.0,109.0,Discount
Chicken Breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_15,Unassigned ,No supported,10.7,2.440977496682479,35.714285714285715,False,True,2.074,False,0.027999999999999997,True,-0.35902250331752095,-0.03068568404423256,97.2,97.2,Donate
Fish Fillet 300g,FreshCatch,Meat,37,2025-06-15,2025-06-18,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_5,West,False,2.2,4.632835114944544,8.809523809523808,True,True,2.074,True,0.11351351351351352,True,0.4328351149445435,0.13526097342016985,32.8,32.8,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_16,Unassigned ,No supported,11.7,6.374635213367254,16.571428571428573,False,True,2.074,False,0.0603448275862069,True,-0.6253647866327459,-0.049241321782105975,109.0,109.0,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_6,West,False,5.0,19.36241314112598,10.0,False,True,2.074,False,0.1,False,-0.7375868588740211,-0.12293114314567018,180.9,180.9,Discount
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_7,West,False,12.9,12.211658230858292,4.228187919463087,False,True,2.074,False,0.2365079365079365,False,-2.688341769141708,-0.19340588267206532,48.1,48.1,Monitor
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_17,Unassigned ,No supported,5.8,10.21187760000722,24.88888888888889,True,True,2.074,True,0.04017857142857143,True,1.2118776000072202,0.17821729411870887,215.0,215.0,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_18,Unassigned ,No supported,14.3,8.08786726529187,16.571428571428573,True,True,2.074,True,0.0603448275862069,True,1.0878672652918695,0.07110243563999147,109.0,109.0,Discount
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_14,Unassigned ,No supported,3.6,13.47911058697356,0.7801418439716312,False,True,2.074,False,1.2818181818181817,False,-0.6208894130264397,-0.13497595935357387,0.0,0.0,Discount
White Bread,Harvest Gold,Bakery,261,2025-06-25,2025-07-04,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_10,Unassigned ,No supported,2.1,18.723659710900108,13.05,False,True,2.074,False,0.07662835249042145,False,-1.2763402890998918,-0.4117226739031909,241.0,241.0,Monitor
Fish Fillet 300g,FreshCatch,Meat,40,2025-06-21,2025-06-25,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_15,Unassigned ,No supported,10.0,13.152453893814828,3.2,True,True,2.074,True,0.3125,True,0.6524538938148279,0.059313990346802535,27.5,27.5,Discount
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_19,Unassigned ,No supported,4.1,10.505198533313992,24.88888888888889,True,True,2.074,True,0.04017857142857143,True,1.5051985333139921,0.29513696731646905,215.0,215.0,Discount
Mutton Mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,0.5,1.7,1.0,donate,Delhi,True,Yes,True,Delhi_18,North,True,12.5,2.0263337017272645,155.88235294117646,True,True,2.074,True,0.006415094339622641,True,0.3263337017272645,0.024172866794612186,263.3,263.3,Discount
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_19,North,True,13.9,5.123480003013667,54.69387755102041,True,True,2.074,True,0.01828358208955224,False,0.223480003013667,0.014998657920380335,263.1,263.1,Discount
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,2025-06-19,2025-06-23,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_20,Unassigned ,No supported,14.9,13.282495525656303,16.058394160583944,False,True,2.074,False,0.06227272727272727,False,-0.417504474343696,-0.026258143040484024,206.3,206.3,Discount
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_8,West,False,7.6,12.187361634089303,4.228187919463087,False,True,2.074,False,0.2365079365079365,False,-2.7126383659106974,-0.3154230658035695,48.1,48.1,Monitor
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_16,Unassigned ,No supported,13.3,14.462011272377628,0.7801418439716312,True,True,2.074,True,1.2818181818181817,False,0.36201127237762876,0.02531547359284117,0.0,0.0,Discount
Chicken Breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_20,North,True,11.3,12.354655675574234,4.563106796116505,True,True,2.074,True,0.21914893617021278,False,2.0546556755742333,0.1670451768759539,36.7,36.7,Discount
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_21,Unassigned ,No supported,7.0,21.371239390172935,1.728395061728395,False,True,2.074,False,0.5785714285714286,False,-2.9287606098270658,-0.3660950762283832,17.7,17.7,Discount
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_21,North,True,14.5,22.224292380266842,4.363636363636363,True,True,2.074,True,0.22916666666666666,False,0.22429238026684217,0.014470476146247881,74.0,74.0,Monitor
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_22,Unassigned ,No supported,4.4,11.901207415708171,21.893939393939394,False,True,2.074,False,0.045674740484429065,False,-1.298792584291828,-0.24051714523922738,275.8,275.8,Monitor
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_11,Unassigned ,No supported,4.9,3.232295424218532,62.22222222222222,False,True,2.074,False,0.016071428571428573,True,-0.3677045757814681,-0.062322809454486115,220.4,220.4,Donate
Spinach Bunch,Local Farmer,Produce,253,2025-06-12,2025-06-15,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_23,Unassigned ,No supported,9.1,13.459271894035728,20.07936507936508,True,True,2.074,True,0.04980237154150197,True,0.8592718940357287,0.08507642515205235,240.4,240.4,Discount
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_17,Unassigned ,No supported,7.2,21.841969714487057,4.017857142857143,False,False,2.074,False,0.24888888888888888,False,-0.5580302855129418,-0.0,67.6,0.0,Monitor
Bingo Mad Angles,ITC,Snacks,26,2025-06-15,2025-06-24,0.5,13.7,0.76,discount,Kanpur,False,No,False,Kanpur_24,Unassigned ,No supported,11.3,13.216134383084887,1.8978102189781023,False,True,2.074,False,0.5269230769230769,False,-0.48386561691511254,-0.03933866804187906,12.3,12.3,Discount
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_18,Unassigned ,No supported,6.8,13.89741866423125,0.7801418439716312,False,True,2.074,False,1.2818181818181817,False,-0.20258133576875004,-0.025971966124198723,0.0,0.0,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_9,West,False,13.7,22.75786321811597,10.0,True,True,2.074,True,0.1,False,2.657863218115967,0.18080702164054197,180.9,180.9,Discount
